sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,pop
Sample 1,-89.69615950302645,-88.6166140856428,-30.865509850316403,-4.308824560972942e-6,3.609625235768818e-8,-1.2572114610545508e-9,1.3511569385869403e-9,-4.440422059140563e-10,4.979037526308553e-9,-2.928572831215971e-9,4.7094157161398475e-9,-1.7808609677798555e-9,-1.966976400418517e-9,-8.74870889701235e-10,1.0919814224968218e-9,-7.11574292071287e-10,1.7723715919184306e-10,-5.340501668992672e-10,4.80207554078851e-10,-1.0236225657935501e-9,6.73750528452614e-10,-4.302662094996401e-11,-1.7972240557466942e-10,-2.4376137243800117e-10,-2.1104480638039244e-10,5.2388667448288645e-11,2.8059267494510347e-10,5.844213207326353e-10,3.6994002370105236e-10,-3.265708254633246e-10,-1.7115390332723959e-10,-4.175274098420777e-10,-1.4505547757296284e-10,1.847745878199002e-10,2.812552764642576e-10,3.8222869366673887e-10,-1.1613978612224303e-10,-1.6206991609973127e-10,-1.726042520946586e-10,-2.2453804299897226e-11,-6.723234720275599e-11,2.9869931500685605e-10,1.1150580717917267e-10,3.232330211097435e-11,-1.5155399672770128e-10,-2.2294301200997682e-10,2.3719051979080003e-11,1.155634384859257e-10,4.60394544310062e-12,7.460385839203228e-11,2.1253144677200764e-11,-1.650822136359951e-12,-5.980978436947715e-11,-3.1326728916023515e-11,-1.1156707739835855e-11,-4.542671633192234e-11,-2.120383781227893e-11,6.396971819821543e-11,2.195868918202119e-11,-1.3339693834902534e-12,4.445346649625592e-13,2.750082221456652e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4652303719872665e-14,Pop 0
Sample 2,-103.2405266336437,25.834900986035827,-40.82087075253209,1.834405901239715e-5,-1.4449232756013928e-7,1.9459120217220928e-7,2.310200035722678e-7,9.752199821448657e-8,-1.8877362634616433e-7,-1.8893050471547704e-7,6.520419111514379e-7,-9.330436760204922e-8,1.1410444178505209e-7,5.503098584679102e-8,2.6975276395467046e-7,-1.1128720374397563e-7,1.1580533979751888e-7,7.182964197896897e-8,-3.0238052269719682e-9,-9.925064065148255e-9,-1.6902564655642188e-7,4.0500142755050414e-8,8.064379351541941e-8,3.914133682758547e-8,4.934782682150707e-8,-4.2774454245853187e-10,-5.763863962401516e-8,-4.27030983945636e-8,-2.030446816687117e-8,2.3281970983964618e-8,-4.351324401498229e-9,-4.342706702440916e-8,-2.493507280098803e-8,-9.025815692650879e-9,-1.5724792251672246e-7,-2.2054224944009854e-8,-7.697654719396273e-9,-4.263435869632626e-8,5.045515948622175e-8,1.508990914482582e-8,-5.499030516579579e-10,-2.1943317150606592e-8,1.662514608422045e-8,2.1543298098248125e-8,-6.860657927000773e-9,-1.093248967545919e-9,-3.8088529867832625e-9,-1.5764107240165094e-8,-6.525036829566291e-9,5.504966183804006e-9,-1.65683824020372e-8,1.7095967850967266e-8,6.630957690636094e-9,2.4127101829997176e-9,-1.3412116688939747e-8,-2.5353065358730374e-8,9.130007355287434e-9,-3.895075564019926e-8,1.2171741833565265e-9,-1.1275389354526152e-9,-4.004570177069986e-10,3.36628436890973e-14,1.4705189934358675e-14,8.684943962051384e-15,-4.6383543519526115e-15,1.0948945039748474e-15,2.7770098910823497e-15,8.706987201839707e-17,2.786642489470002e-15,1.317744943232201e-16,-1.4903940521933528e-15,4.056805740860586e-17,-1.3696419425995682e-15,-3.283961687806633e-16,-2.8729343852772427e-15,-4.621002729923017e-16,2.9994879262365925e-15,-9.026221266551127e-16,3.87555432979343e-15,3.0153163142752673e-15,-4.625493694998565e-15,-3.440786813701284e-15,-1.2873618976729904e-15,6.105491491403866e-16,3.015823250081184e-16,1.8395494882689352e-15,2.7180638215859153e-15,-8.358255327993504e-16,-2.4461734664606523e-15,-6.3984161057839245e-15,2.2385288226781977e-15,4.997785026923543e-16,-3.0209759009862034e-16,3.3270733751531526e-15,2.9203116732048827e-15,-6.285493595934535e-15,3.2369452062864112e-15,-2.88014718699184e-15,-8.630879622963013e-17,-7.339125122405715e-15,-4.224645423543253e-16,1.5490479307990325e-15,2.1622123863223794e-15,-5.03818895980046e-15,3.0391627973465793e-15,-1.9379263971592245e-15,-2.1578624628112158e-15,1.1447539626519603e-16,5.4985164357680515e-15,4.372391857022558e-15,3.8621420416898084e-16,1.1932248006105713e-15,1.4070524529067655e-15,8.500701134162178e-15,7.0375792884046176e-15,-3.728986520547108e-15,-2.317149679012658e-15,2.746988286629669e-15,-2.723718996320737e-16,5.1377912300636705e-15,Pop 0
Sample 3,-173.01616592255036,15.570162007360365,44.5880914453051,1.4708562794310424e-6,-1.284926387153624e-7,-8.336592102955879e-7,-3.9890292088742065e-7,5.201050648231508e-7,5.796489612265601e-7,-4.521425981136891e-7,1.1271168179140492e-6,-1.8581505503304065e-7,-2.732698810950126e-7,-1.6908476186826742e-7,5.3858698328469744e-8,3.1154336910808764e-7,-3.441014722302627e-7,1.793693631781225e-7,1.9373281468973257e-7,-9.696672889022433e-8,9.286956225029279e-8,-2.4709905824186325e-8,-2.1378760283261134e-8,-2.840188665102553e-8,-5.9556513746008216e-08,4.368936430893111e-8,1.8340466894741446e-7,8.954242656262217e-8,-1.3489111068114463e-7,7.851159714518035e-9,-1.0847715188205397e-7,1.7706336481143524e-8,-5.0976444389944596e-8,-6.868318113491734e-9,2.336853102321995e-8,-4.481707140622311e-8,-4.6802291871644106e-8,9.642527464990628e-8,-1.4603064984935857e-7,-2.391329899706273e-8,3.690893212068594e-8,8.912404276678009e-8,-4.43908247713364e-8,-6.617165321644241e-8,2.569476611624605e-8,-2.7793346776351476e-9,1.4434527154285958e-9,8.29728829492808e-8,6.400157449971324e-8,-1.3239558441403528e-8,3.804899634601748e-8,-9.714974244772694e-10,1.2623329425795572e-8,3.6155378766982976e-9,-1.3249110644784274e-8,1.9434348133445883e-10,-2.0853099372217686e-10,2.910388926487087e-8,1.2545971253087245e-8,1.662014836297123e-8,5.579766062731208e-10,-7.211046734550237e-15,-1.53232940936806e-14,6.5226252155690725e-15,8.240975702356092e-15,-2.569847185439737e-14,-1.855124530046405e-14,9.513712940436367e-15,1.545443658802695e-14,7.519907980463347e-15,-2.254666635409192e-14,-2.2470146782034617e-14,4.321808668090964e-15,-8.197501860217162e-15,1.0871659215696588e-14,5.9386840619557516e-15,4.8131734859913854e-15,-1.1422210025090816e-14,-7.601633826851402e-15,-1.3455873030718986e-15,5.244548928735391e-16,5.964736682745033e-15,-1.2970454473394428e-14,-2.2657687300513263e-14,-2.081646853047504e-14,-3.1743046177463655e-15,-2.0570826258511373e-15,-7.78919724755402e-15,9.954483744084507e-15,9.530581804022224e-15,-9.48626772597847e-15,-1.527985667579416e-14,2.2534324543742786e-14,-2.443104778829741e-14,1.9993335954660984e-14,2.461835434818751e-14,-1.9937100887691564e-14,1.8952932443142563e-14,-1.9005206027447176e-14,7.911823963369016e-15,9.393665702955632e-16,-1.0177836726877101e-15,-4.251264237894472e-15,2.253942909981434e-15,-5.277519222427852e-16,-4.575891918650027e-16,-4.776340393453628e-15,3.308406912812107e-15,8.48822129766385e-15,9.205742329659954e-16,-4.579259037494496e-15,-4.717627185303754e-15,1.7432295524837704e-15,-7.743301867432951e-15,5.882141598837364e-15,-3.0087238598584442e-15,-7.074689283848837e-15,2.8904306803916917e-15,1.1384369906578205e-16,5.47833863666923e-16,Pop 1
Sample 4,-147.23684898633277,-40.84456863384177,65.51394137503496,-5.639498890651218e-7,4.754794426408534e-8,-1.1250809793822047e-6,7.804152576762102e-7,1.0976919504676845e-7,1.6989560343546042e-7,3.156890989638469e-7,-2.9932597783317177e-7,-2.2198458353106574e-7,5.024920250111865e-7,1.0572876336666782e-7,-1.5436380118889032e-7,-3.5177501367842886e-8,2.394786337533705e-7,-2.3231481926077045e-7,-1.8103857176429234e-9,-1.0928778545685531e-8,-2.996004882510117e-7,-1.88236613857155e-7,1.3487949628920307e-7,-1.320256630647936e-7,-2.8642044570462413e-8,-1.4645884078723174e-7,4.6740654029044426e-8,-1.0567998509556349e-7,9.734553363894925e-8,-2.667057800970553e-7,6.779929101248734e-8,2.1413052421497968e-7,2.100382524876583e-7,9.507766229301454e-8,2.2028639586380602e-7,2.1641890006336488e-7,-1.9785225253897734e-7,1.984466590586184e-7,1.6679677434212302e-7,-1.742795166738029e-7,1.9919875396681708e-7,1.0930110710274764e-7,-1.4548610579145434e-7,6.023750035561322e-8,-2.8201860839787525e-8,-4.293607922858532e-8,-8.189617400730366e-8,-1.1605367357685046e-7,-1.4097373220236001e-8,-1.7163315909027806e-8,-1.7790376540810244e-8,6.493843723072724e-8,-4.7391892483903124e-8,-8.126270883194677e-8,-3.615598708346176e-8,-2.6123888135239494e-8,-7.245437773583654e-8,3.014547448805609e-8,-4.55061958103388e-9,1.0361654579911889e-8,-6.215294163082934e-10,3.564839198748824e-14,1.1866696968456313e-14,1.7535338753857226e-15,7.465488255783048e-16,-5.474472032414418e-15,-6.623513144939274e-15,-4.982547116642577e-15,1.0613471186224743e-14,7.291967335791759e-16,-1.0639952225839685e-14,-5.769685026878817e-15,-1.607704813324545e-14,-1.1157586227091172e-14,8.018042917632116e-15,-4.3260161579309046e-15,9.550783007643375e-15,1.0424750904041484e-14,1.2284569042609517e-14,4.1327539371673465e-15,-1.5487216120798095e-14,-2.25131164899204e-14,7.449871726266252e-15,-5.235985887349699e-15,-1.4602988292467616e-14,-1.648124282643299e-14,-9.198604285349315e-15,2.685872252985045e-15,1.4601920231490243e-15,4.4864764590450974e-15,4.453249558667157e-15,2.4879740054699066e-14,-2.3515500418029043e-14,9.821411402223172e-15,6.182779395844305e-15,3.681791404595203e-15,-1.0376309527563255e-14,5.948601754534578e-15,-1.9907077676414226e-15,-6.481507439138796e-15,3.8167989604916025e-15,-1.2623738413907032e-14,1.9563091555400202e-14,-1.6851426059300698e-14,-1.6292590467106693e-14,-1.1242747968574603e-14,-6.9304139884139745e-15,2.8969008400595022e-15,1.1094530501677241e-14,2.6072764584384382e-14,1.9380348301529026e-14,-7.082394222060555e-15,6.279429704609626e-15,-8.932975382739984e-15,-4.471805031554351e-15,-7.367089564745883e-15,6.481875700131349e-15,-1.16048275837927e-14,3.485123877656932e-15,-5.13428072069035e-16,Pop 1
Sample 5,-175.33342843719242,-32.644394108587214,-76.05951270669233,-5.436584937457923e-7,-1.4386703898169264e-7,4.5144928220348376e-7,-4.6174694837817465e-7,-3.3716867613511833e-7,3.8129407601822085e-7,-6.800459984289568e-7,-1.164257989748752e-8,-4.1642177715515077e-7,1.5836386994809023e-7,-1.4852468375989033e-7,1.1398346370449694e-7,2.3106591969858262e-7,-4.3584243050029995e-7,-1.912169547348182e-8,1.1692471382401974e-7,1.0045357196742145e-7,-3.148456994288581e-8,8.756792767655536e-8,6.352824270805373e-8,-8.659010742950563e-8,1.055869102358755e-8,2.6385161909524695e-8,1.7898594222090358e-9,-3.0253941116259896e-8,3.814426169049319e-8,6.551455413680413e-8,3.016767675532015e-8,-7.943873119117633e-8,-9.935006219455648e-8,-4.4022491699797276e-8,7.796565128171562e-9,-3.502388040311221e-8,2.0825111673661494e-8,-7.804399801181181e-8,-1.72264673749276e-8,-1.9598406429165622e-8,8.352084590682113e-8,3.4176836131424986e-8,7.832403137420047e-8,3.527455263715141e-8,3.340521172244975e-8,8.086559860524364e-9,-3.837422498989067e-9,-1.3407700127378011e-8,2.5898611814735995e-8,-3.601312618198288e-8,4.032233587130604e-9,-8.44438947374248e-9,3.6186083907054724e-9,-6.745185647047018e-8,1.494957433026073e-8,-1.462036470241745e-8,5.480876808657179e-9,2.88635486798932e-8,1.1280633765407157e-8,4.3967948574134255e-9,-1.244254670312847e-9,3.742194471113684e-14,1.8678947755401584e-14,1.1298180418956305e-14,-4.7523739778567174e-15,3.460701115348653e-15,6.726002726508593e-15,-1.1547928542712043e-14,-3.0700077190814443e-14,2.211020219643046e-14,-5.1319698474182615e-15,9.468287237058258e-15,-1.4036229663397343e-14,-1.446909115346755e-14,2.241365029237435e-14,4.11833641031166e-14,-4.5582546828908025e-14,3.228714031195143e-14,8.029619944664958e-15,1.6018355953363019e-15,-1.0437000823489258e-15,9.89477703013415e-16,-5.513618191603108e-15,-6.355774118337458e-15,-5.117715255893212e-15,-9.423111823852452e-15,-1.4802235504111223e-14,-9.812847231840774e-15,3.3541022650512237e-15,-5.355709177128367e-15,3.80360113713041e-15,-7.763112032968705e-16,7.521978069008144e-15,-8.777703438245657e-15,2.623559638141414e-15,-7.43832517618154e-16,-1.1543583970459127e-15,-5.276026473767141e-15,-1.8269451236042422e-16,8.391578947935066e-16,4.148978059734063e-15,6.6449147062097546e-15,-2.1677276814126517e-15,-2.644318370964067e-15,-2.754607971035003e-15,1.2852072275137573e-15,-2.3903665123238403e-15,-8.853885132003332e-16,-3.3910258070310638e-15,-1.5754787947172316e-15,-2.3888543346286344e-15,-3.673259769950269e-15,5.115197024892855e-15,-2.5364085296278687e-15,-8.823532788822649e-16,1.1927132558489563e-15,-4.536358164181115e-16,2.140075493943323e-15,3.519760106426612e-15,-1.044268175229746e-15,Pop 1
Sample 6,-217.65007373289257,-12.326987957339089,-20.021367568605946,-2.689083637676746e-6,5.707359268278519e-7,2.6457333468068443e-7,1.194297409379379e-7,-1.229402006817955e-8,-4.5101248004261545e-7,-1.8679426207944467e-7,5.796463440127453e-7,-1.338725764640134e-7,3.90641447684308e-6,-1.2626954435195168e-7,3.2918403680104993e-7,-2.562307973620167e-7,3.722570187254387e-7,1.7429498108787503e-7,-1.0719978470760937e-7,-6.365344692941276e-9,-8.351372323314774e-8,-5.235946078874912e-8,8.787437700621403e-8,1.2797540684954305e-7,8.148480537522743e-8,-7.296806690414471e-8,-3.0775393298040416e-9,1.2864342533767996e-7,-4.3873775995495215e-8,8.468107847631635e-9,1.3904184556947935e-8,5.739561343977014e-10,1.3392018377326348e-8,-2.790026758420205e-8,-4.68647074945048e-8,-3.3582514526583e-8,3.015172274255248e-8,7.178709970745838e-8,8.880275629313887e-8,9.754801047484084e-8,-2.0630560628635867e-7,7.521922446378756e-8,1.693163869064813e-8,-1.419320136656987e-9,-7.081497713513953e-9,2.8165860432053213e-8,-4.911941448736836e-9,-8.510180003021648e-8,-4.01051338547232e-8,2.0067778705523047e-8,3.840385608709234e-8,2.183951483606628e-9,1.0903645417330808e-8,4.5496702908624245e-8,3.1546166061767667e-9,1.4884708015201995e-8,1.7988746750082731e-09,-4.3589500488259365e-8,1.622067155805583e-9,-3.137729314258433e-9,-1.2466654867204106e-9,-1.4772411011504433e-14,3.3505563341442234e-14,1.6083430464491878e-14,-2.7130121956672654e-15,2.000227754295332e-15,6.109007436363767e-15,-7.919260551593201e-16,2.0622708078487394e-15,9.126465803636422e-16,-5.110991132785193e-16,-2.2908416114111135e-17,2.422546239709285e-16,3.962998351860809e-15,-6.591131391737569e-15,-2.0303625701557543e-15,7.055849362863633e-15,-1.1632196698671483e-14,-7.250552105651952e-15,-6.73363992963081e-15,1.1523344582491866e-14,6.969660914761335e-15,-7.951635191329094e-15,-3.068751984365191e-15,3.2521148270250196e-15,2.6854262967607306e-15,-1.6585143871315532e-16,-5.334960503295758e-15,4.820733050321775e-16,-5.124652757873253e-15,8.521932705733255e-16,-3.3130098298197877e-15,1.1518014343157255e-15,-2.7842843170815522e-15,5.441542455802366e-15,1.1046252942281117e-15,-1.9616153718751553e-15,1.0862447947239435e-14,-1.0850183152278534e-14,1.059509727494674e-14,-5.474754499590218e-15,2.6411781309248763e-15,1.5357615220675485e-15,8.05438646771028e-15,1.1228140952305138e-14,5.702652055730451e-15,8.655819762423484e-15,2.102210551642302e-15,5.794903671969328e-15,5.5066784302527645e-15,9.26535281302338e-16,8.178655063573985e-16,1.7200533773686054e-15,5.00425283485507e-15,4.732225157685693e-16,-6.613909240471016e-15,-4.270551562726441e-15,-2.4778291073933397e-15,1.4616512531835107e-15,-1.2350041754137493e-15,Pop 2
Sample 7,-83.76477651866323,-7.324298633394987,42.76965013332906,6.522837524960174e-7,-5.233614428668518e-7,-9.107607205663768e-7,-1.4499132620358595e-6,-5.538089841638093e-7,3.2485251676808193e-7,5.063930259192925e-7,3.6882741672145093e-6,-7.270906197662076e-7,3.518528327758896e-7,2.2522853342078218e-7,-7.137823146196681e-10,4.342973923928363e-7,-3.9593563366166833e-7,7.286592844099802e-8,3.4044466583345086e-7,-2.1777466884953944e-7,-1.1801490026029219e-7,-2.1494063296830422e-7,-3.573702317727525e-8,-1.2166501451280798e-7,6.947487172880259e-8,9.153914292871524e-8,-2.9312547479672664e-8,5.408425499477987e-8,1.0955357188017645e-7,4.5417685037766286e-8,-3.8755930095876126e-8,-4.4662367508961234e-8,-7.007820084762967e-8,1.0094542221096935e-7,3.790861582618625e-7,-2.3602866866058806e-8,-4.977226478738046e-8,7.502171018388702e-8,5.4649547070197406e-8,5.9451723762694826e-8,-8.050583300822691e-8,1.027570679718632e-7,-8.052742255228376e-8,-6.334933563296962e-8,1.2162127652287758e-8,1.7513889932168604e-8,1.2840673769235658e-8,-3.3664465309194146e-8,2.6883767442859903e-8,3.3562348730213455e-9,4.1269671141469275e-8,1.2155822445328387e-8,7.862017555758219e-9,2.49253949528326e-8,-1.6386064525089573e-8,-4.183407966557019e-8,3.288354667034602e-9,-1.9762130850675474e-8,-2.4130030785901254e-8,-2.488662981008546e-8,-2.8446494207910436e-9,-6.120313605994423e-14,-5.476163075429132e-15,-9.404798195555866e-15,6.005423416084167e-16,1.2093933378123059e-14,-3.8692101690337026e-15,8.203764644070935e-15,-9.087944426134383e-16,-2.8888570612532656e-15,8.341819370173044e-15,2.1462704931181502e-15,1.2126787896544392e-14,7.174554672588276e-15,3.191046724715494e-15,4.571166778386746e-15,-8.683050223101155e-16,9.948400324363365e-15,6.710443068805106e-15,-8.619286125757995e-15,5.1509614866087825e-15,2.702695959774266e-15,2.8012267832776182e-15,2.7047473531762436e-15,1.0673656176346547e-14,-3.449321561151163e-15,-1.1360432627042869e-14,1.6415884414892757e-14,-6.2432898599834455e-15,-3.995376440748364e-15,-1.652820628341996e-14,9.278210936693645e-15,-9.41377378729237e-15,3.926669543173314e-15,-3.6950185796360804e-15,5.165484506400063e-15,-2.5262452106580568e-15,-6.701101408478939e-15,6.3868896966134e-15,1.7368767431547705e-15,1.4548806216756595e-15,6.052246821757277e-15,-1.2019816012384903e-15,7.256590952468122e-15,-8.89368689822365e-15,-4.128870924356953e-15,4.78096891455079e-15,8.092853143775909e-15,-1.8943300323223606e-14,1.3323136056431396e-15,1.5693310455687787e-14,1.8810445206062407e-15,-8.822670958135053e-15,2.3599109258223594e-15,-1.2874206565412859e-14,2.313851012028888e-14,1.1520338593149284e-14,-1.6624174200812359e-15,-7.012998395541841e-15,1.8020697613087246e-16,Pop 2
Sample 8,-136.30455546750608,12.799027079571518,-50.25641613315993,-4.6675111765891587e-7,3.6392128314530447e-7,1.0185420668314685e-6,1.6344803343461966e-7,-4.574679220718079e-8,-4.805183578273265e-7,2.2415206699684249e-7,4.844039954547973e-7,7.748072733523494e-7,2.609577599956619e-7,-7.319755137677365e-7,5.29776898175796e-7,-3.6684146397834977e-7,-4.722805724202013e-8,-1.7762882370696885e-7,-5.301898118991586e-7,-4.455491272132081e-8,-4.7663359445295194e-7,-5.3515727696227985e-8,3.20302692019428e-7,2.446628349590102e-7,4.174018043363807e-10,-8.491802912830804e-8,1.6162652465925815e-7,-1.2678032155330866e-7,-9.670057001161166e-9,-1.2763141807939573e-7,1.15497393542361e-7,8.863283014052687e-8,-3.126637931339751e-8,-1.2063983544136199e-7,-2.604295915148247e-7,3.087074562451411e-8,2.7432122786658884e-8,1.1516423856843847e-7,-3.6716541510005486e-8,-1.2713230915787457e-7,1.616861922247661e-7,1.054586968009651e-7,-3.903300252257289e-8,1.703398831620569e-7,-1.0937167566499143e-8,6.271489464718013e-8,-5.526686480279812e-8,-4.270613902540059e-8,-6.283802265575045e-8,-1.583897197712077e-8,6.516140174908942e-8,7.377446973718428e-8,-1.9007815628070812e-8,-1.3293876945276358e-8,7.722163752418601e-9,1.5823484033590042e-8,-2.661741023803631e-8,-3.099793103806518e-9,-8.405744661417476e-9,3.9049822324318624e-8,-2.586540738931674e-9,-2.1156880779879257e-15,-1.115978774295581e-14,1.0296653378904348e-15,-7.24363631846535e-15,-2.082251566883498e-14,2.1165553505698264e-15,4.7197240537079714e-15,-1.110380440539404e-14,-1.8522865858213215e-15,4.621181001119769e-15,-1.5322049403421243e-15,9.302890928280972e-15,1.6895448682175786e-15,1.9713778496907432e-14,-1.1680247373076477e-14,7.292784754021503e-15,8.968611992698748e-15,9.128115052535954e-15,-3.0716343856796827e-15,1.2608148478959579e-14,-1.8512347758668617e-15,1.3844223302603302e-14,-1.1329804156723647e-15,6.471085828261226e-15,-1.2953580777321446e-15,1.0948806110214425e-16,1.4724072051915935e-14,-1.0981638032016124e-14,6.935383729848539e-15,-1.1523645893391892e-15,-3.8191959471928686e-15,-2.1180507710568825e-16,-6.558238112758545e-17,-8.232243470026703e-15,7.1364377385391e-15,-1.3627635752731239e-14,-5.579766829509128e-15,1.5048714793745623e-15,-7.206769615897498e-15,2.2494258612085285e-15,-3.742380606039035e-15,-1.469979813286454e-15,1.2617625659663435e-14,1.0379956375575177e-15,-1.3163295783876586e-14,-1.3655887770365078e-14,2.231239739063008e-15,-2.232537139253406e-15,-1.0878808802634448e-14,-2.1472326308868182e-14,-3.594569904066472e-15,2.930860777637099e-14,-2.216948679172009e-15,1.1349575809863784e-14,1.0407424038179173e-14,3.5253330995674734e-14,2.0767980075772886e-14,4.698459110483348e-15,-3.6935420154057116e-16,Pop 2
Sample 9,-108.24867673462032,43.988732579352515,31.389306650619613,-4.996479413423559e-8,8.40781384681844e-7,-1.6893505931534308e-6,8.38154779122721e-7,-1.5087259365583098e-6,3.7258943381156104e-7,1.4448009071302914e-6,2.8433965681829284e-7,6.692306609947799e-7,-2.3015092206478512e-7,-2.664279693994658e-7,-3.41919546261044e-7,4.901198721564287e-8,-3.9404973140901494e-7,-8.698746190300265e-8,-3.7863358408932923e-7,9.062591547069041e-8,7.95697403286843e-8,-3.509034835801318e-8,-2.6209624612964866e-8,-8.263161131001554e-8,7.27394354285412e-8,-1.0148655540983235e-7,-2.2944497303456922e-7,3.344858910878708e-7,1.6118435835361812e-7,-3.026196258757884e-7,1.4162743106839095e-7,1.5356321458603025e-7,2.1613125442104397e-7,-3.908707820171431e-8,8.58543924509726e-8,4.088912274224397e-8,-9.574523492723318e-8,-9.016840947180919e-8,-9.188147301260962e-8,1.2641258992894037e-7,-1.9720975120672885e-7,4.68032446308196e-8,-9.522229616766299e-8,1.8647468717890345e-7,-3.107737793668605e-8,-1.925474887699204e-8,-3.015483371681449e-8,-1.3009981304220436e-7,-7.826473069333631e-8,1.3018611871053596e-9,-5.152265045640274e-9,1.1956281224249347e-7,-3.3497352048822256e-8,3.563494448758452e-8,-5.551117112093463e-8,4.014502400468862e-9,5.231602740413816e-8,-8.609852995688883e-8,1.07287786397232e-8,6.03894955118917e-8,-1.811116841076156e-9,2.749856368458126e-15,7.252891526632645e-15,2.715823893671024e-15,1.0961178816864073e-15,-9.315315536160124e-15,-5.173780633130654e-15,-8.380271173239766e-15,6.68526195250466e-15,3.2300038460916237e-16,-7.599250999114369e-15,-1.5485166631890368e-15,-1.788778712277524e-14,-4.063645289030828e-15,-1.786064506122298e-14,-4.296415194488371e-15,-1.338265494818367e-14,-7.57777301742053e-16,-1.0729711528420335e-14,1.619845086049696e-14,9.150805643519228e-15,7.336352950390589e-15,8.873483323396162e-15,8.47657974582283e-15,-2.359663827076243e-15,4.848544826776315e-15,1.1407819204126874e-14,-1.5872290304603875e-14,-4.926263447499851e-15,-1.6597084846537954e-14,-2.0523704887776783e-15,-1.0067411533549378e-14,-1.1860889341011814e-14,-8.97508063965925e-15,8.924624576006244e-15,-4.3058917896996624e-15,-1.0413969688040492e-14,-1.968600030558409e-14,6.863211937065158e-16,1.08640327760751e-14,1.2261292167665449e-14,9.172491625690216e-15,2.3117524997852394e-15,8.183694386721138e-16,-1.4211773057968746e-14,-5.431559154352574e-15,2.4596463766212877e-15,3.1520019030668987e-15,-5.476148440396507e-15,3.731047885858686e-15,-1.555225973078446e-14,-6.3773691597879075e-15,-1.4899194152496426e-14,-3.037786308697562e-15,-1.212897596780766e-15,1.6772046979406267e-14,-1.4144369830432355e-14,2.253082056668453e-14,1.648881404665216e-14,4.51559773797355e-16,Pop 2
